"SUBJECT" "ACTIVITIES" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
1 "LAYING" -0.198887642333333 0.231349238541667 -0.024941118352381 0.0590294316315789 0.0111464718518519 0.106656657998667 -0.705684007020833 -0.804892826521739 -0.692703308348837 -0.614705765116279 -0.50835367375 0.00460992 0.00107082005142857 -0.020224650146875 -0.0158847573142857 -0.0302612966171429 -0.0362987368484848 -0.68516207452381 -0.777861729391304 0.109883383688235 -0.262813246114286 -0.290258081774286 -0.2982388342075 -0.628653291835714 -0.564755606577778 -0.651216147846667 -0.9877088406 -0.9873950408 -0.9897242856 -0.9936101274 -0.9614888132 -0.8980479316 -0.419010286763158 -0.101102526197347 -0.867095339428571 -0.889489380895833 0.152657854058824 0.00118667033 -0.0574226131578947 -0.595777114682927 -0.475216439669048 -0.402340807166667 0.050050165 0.231998 -0.125415039354839 -0.109264819175 -0.230791956894444 -0.185832232216216 0.0232570828483871 -0.0988734131641026 -0.562975999756098 -0.690306816145833 0.07417909324 -0.442279601527778 -0.47253331048718 -0.48780726324359 -0.692613111782609 -0.739113987630435 -0.777022324897959 -0.9745934056 -0.9801014384 -0.9814046312 -0.9888112734 -0.9280799198 -0.8956180558 -0.409107739465116
1 "SITTING" -0.041701306 0.267823193065217 -0.0114769110885366 0.0216678780657895 -0.0798138162307692 0.160614102785185 -0.543862953804348 -0.854889298409091 -0.841893233913043 -0.985525956595745 -0.983207094772727 -0.846221295 0.09651912564 0.0599909142988571 -0.0284566651392857 0.0910084305266667 -0.0739746275821429 -0.855538984116279 -0.692378965909091 0.1590769365916 0.099127274125 -0.0290910478666667 -0.179093077741176 -0.531068523722222 -0.429560727853659 -0.5800271668 -0.995071254255319 -0.99262558106383 -0.990117884042553 -0.999587117234043 -0.977142167659575 -0.935430462851064 -0.65009423197561 -0.0879914387173913 -0.894639182044444 -0.915770059531915 0.144156763222857 -0.0591987810742424 -0.0342585234482759 -0.877433267361702 -0.827152994802222 -0.698674793847826 -0.68574978 -0.062126758 0.261093317777778 0.0499983856514286 -0.034328034759375 0.00793906461290322 0.0541610000602941 0.0808496115 -0.804853082023256 -0.823333737555556 0.179179788410345 -0.244915434971429 -0.243606927585294 -0.329288380470588 -0.492894452325 -0.549481631225 -0.660352915651163 -0.99037042106383 -0.99494063212766 -0.995256200212766 -0.993978526170213 -0.978833678510638 -0.931899617446808 -0.6420645895
1 "STANDING" NA 0.278917629056604 -0.0179727781862745 0.0517741935547619 -0.0475194780458333 0.188781420311765 -0.954805123076923 -0.876133722365385 -0.814176075306122 -0.39905897 -0.0851718188571429 0.382041046153846 0.0574135008333333 0.0842666600596875 0.0225010438372093 -0.0311764489914286 -0.0529273838 -0.808010406744186 -0.909391405660377 0.130496417552 -0.263395715564103 -0.3782365503125 -0.415481916452381 -0.753460295673077 -0.855015074849057 -0.937947228461538 -0.99680469754717 -0.99674768490566 -0.995600311698113 -0.997389271509434 -0.985803361320755 -0.930278050943396 -0.38759626475 -0.107199208962264 -0.961057608735849 -0.97963561 0.0866574519571429 0.0901581313408571 -0.0128275460756757 -0.580677776666667 -0.29165954695641 -0.135918816090909 0.631880486969697 0.532665112692308 0.249454622093023 -0.0476851411842105 -0.0513487010780488 -0.211900895848649 -0.00769009006666667 -0.139898288745238 -0.531342579534884 -0.89463321755102 0.135520232097143 -0.490923897912245 -0.637852625985714 -0.818939141729412 -0.927366059056604 -0.957286518679245 -0.985937772641509 -0.992685104339623 -0.99260176245283 -0.99315227754717 -0.996776536981132 -0.98836154490566 -0.815578282679245 -0.451301803021739
1 "WALKING" NA 0.277330758736842 -0.0239198433606579 -0.0503665715075472 0.141874632337931 0.0645958717595385 -0.916614768526316 -0.871417276631579 -0.869751992139785 -0.27028293997875 -0.252951782149296 -0.240021302768293 0.0647976256142857 0.000452922603225806 0.0384520278081967 -0.0205175447571429 -0.00548459496896552 -0.216360582362651 -0.229912832419753 0.203471269694915 0.0769835030561404 0.0336361540542857 -0.00709019021694915 -0.226266524166667 -0.2668280600875 -0.185135550461538 -0.652078501568421 -0.642737477989247 -0.672224753935484 -0.677631084715789 -0.704198337789474 -0.548066334348421 -0.471684084593407 -0.0918747569125263 -0.242047730157895 -0.235184802052 0.0302357356226415 0.0989240218453125 -0.0261512336042857 -0.8083805562 -0.617664569047619 -0.43637640796875 -0.269495654 -0.186137650342029 -0.121091335701493 0.0240862962710145 -0.0265390167589855 -0.0479464611567164 0.0114445123846154 0.0699691817696429 -0.243344634433735 -0.345274422857143 0.1769154585 0.0190331274953846 -0.00388251895454545 -0.000482339400000002 -0.171513358277917 -0.101135565133333 -0.150658869561644 -0.717037093774194 -0.699599004468085 -0.716589161489362 -0.693495320638298 -0.74071663051579 -0.558640012329787 -0.462987779595506
1 "WALKING_DOWNSTAIRS" NA 0.289188320408163 -0.0222363954285714 0.043506997483871 0.0265618004666667 0.0886898121072414 -0.843708442888889 -0.685116169795918 -0.838006779387755 -0.219767187318421 -0.150952761868421 -0.136946055358333 0.0545856471428571 0.05884944075 -0.04157828003125 -0.000827016351515151 -0.00986504459375 -0.278986535666667 -0.280376357307692 0.214444588645161 0.0167264126484848 0.039086262190469 0.0923551136103448 -0.267898147512195 -0.241470875621622 -0.14887520927027 -0.622766936191489 -0.659964460204082 -0.648125766595745 -0.638208271956522 -0.653789106875 -0.662795053829787 -0.5963982003125 -0.0706313127632653 -0.0851345751607143 0.0120204953636364 0.103174977140625 0.0114344525333333 0.113393983866667 -0.851064579979167 -0.768177701914894 -0.708632972285714 -0.0766640590269444 -0.044570188296875 0.0101258523421053 -0.0132485765955882 -0.0883842886666667 -0.130453147268571 0.0521883566 -0.0370474599487179 -0.313907870953488 -0.264167038317073 0.142873474555556 0.0690385111322581 0.0100999356117647 -0.00378170652777778 -0.0422247832823529 -0.0937737545348837 -0.310070701351351 -0.629553207061225 -0.679831264583333 -0.696300335510204 -0.592663348586956 -0.704261455306122 -0.578429046632653 -0.537778357543478
1 "WALKING_UPSTAIRS" NA 0.255461689622641 -0.0292829607533333 -0.0339466675 -0.0513367269864865 -0.0258846092685714 -0.792525522745098 -0.775673853769231 -0.850242066153846 -0.517177029361702 -0.528260377857143 -0.314433968 -0.129124747609756 -0.0794555776485714 -0.0295195245833333 -0.0301198279444444 -0.115485073837838 -0.578488616068182 -0.609776987073171 0.177486427045556 0.0634883092058823 -0.0171641520756757 -0.05351573555 -0.114725297818182 -0.0422555817056818 -0.274151754046667 -0.764107137169811 -0.831477611698113 -0.79426729754717 -0.876261866037736 -0.933595483076923 -0.457037776833333 -0.528887451777778 -0.0851857408511321 -0.312943463830189 -0.158707037056667 0.11039144716129 0.0534218852307692 -0.145496808975758 -0.754970196862745 -0.78145711344 -0.66444068627907 -0.149400122777778 -0.080381876 0.203077630645161 -0.0348092304029412 -0.0387110368888889 -0.140325799093023 -0.114396177666667 -0.12118283725 -0.390810274020408 -0.379262046595745 0.124320298222222 -0.101041593709302 -0.188406529659091 -0.164686869009091 -0.241586544581818 -0.284306495232558 -0.218735599687234 -0.810396263396226 -0.824155763018868 -0.856451601886792 -0.86329734 -0.901691505998113 -0.473296194142222 -0.448691074520455
2 "LAYING" NA 0.281373403958333 -0.0181587397583333 0.117684345928571 0.0134257452193548 0.228652186047619 -0.864277430666667 -0.907884021875 -0.867812158085106 -0.861785063125 -0.175823992820513 -0.184998585454545 0.0632909119515151 0.0406853301612903 -0.0322739535 0.0188321201371429 -0.120609396563636 -0.75031773097561 -0.901510175297872 0.181444155730769 -0.06379517573 -0.078449029853125 -0.172062387424242 -0.590124081157895 -0.567824386604348 -0.750236140682927 -0.998522664375 -0.996107983333333 -0.993681392083333 -0.998760937083333 -0.985022175208333 -0.900353957 -0.359313079360526 -0.107245610416667 -0.974059464791667 -0.98027739875 0.209929161578947 -0.0573449242944444 0.0335609353541667 -0.745639739104167 -0.73193798825 -0.441082131783784 0.565861481515151 0.570988016842105 0.741363186969697 0.00598386319444444 -0.0522437567891892 -0.14771877259375 0.0371866369461538 0.0457799040555556 -0.634348005641026 -0.833921025765957 0.24772436976 -0.264932751713889 -0.394681986733333 -0.595363434386364 -0.732564168817778 -0.887775074800638 -0.908296809791667 -0.993119334166667 -0.992926131875 -0.991490656666667 -0.997585932916667 -0.98208142625 -0.946385736304348 -0.392555504055556
2 "SITTING" NA 0.27708735173913 -0.0194380147325581 0.0872172396285714 -0.01878191792 0.153647289691304 -0.973989329565217 -0.89855257826087 -0.886673286304348 -0.813955405428571 -0.324076421818182 0.00714184807692307 -0.0745892448814815 0.0487047158055556 -0.0468847169037037 -0.0342948067576923 -0.0847943737631579 -0.672032505 -0.876759225681818 0.0336138680384615 -0.277323833586207 -0.297218407545 -0.540037167179487 -0.752457978222222 -0.864850451108696 -0.935048105 -0.993401186304348 -0.99011041826087 -0.988004572173913 -0.998331588043478 -0.973932285652174 -0.859019752222222 -0.262268039846154 -0.100973765891304 -0.92968165326087 -0.958576656521739 0.0688531768794118 -0.0201254403030303 0.0129065135939394 -0.72826478327907 -0.5670092592 -0.330253519575758 0.73440710173913 0.69037044962963 0.448874838846154 0.04720968053125 -0.0830516254365854 -0.25332902672973 0.0232121254787879 -0.18477877327027 -0.474312528064516 -0.746456612954545 0.0839259607774194 -0.659569873166667 -0.767623232222222 -0.868070739652174 -0.949847611363636 -0.919468430217391 -0.950246709565217 -0.989515255434783 -0.987938855652174 -0.984543532608696 -0.996901485652174 -0.98319596 -0.864735000488889 -0.441052854428947
2 "STANDING" NA 0.277911472222222 -0.0203266061941176 0.00744385000697674 -0.04430603592 0.120862834835135 -0.885559154615385 -0.905519729192308 -0.91501930327651 -0.9609158261 -0.823370835319149 -0.71381579959 0.0931538493679487 0.0309109739190909 0.0739628282117647 -0.0303128239571429 -0.00431251561538462 -0.881667599411765 -0.803443503078431 0.0327021117142857 -0.079104997402439 -0.210547533645161 -0.238434055970455 -0.642442303003125 -0.708795352125 -0.736276199268627 -0.993824849814815 -0.993747061481482 -0.989443845555556 -0.99707222 -0.980812384814815 -0.876363119735849 -0.527718846752083 -0.102475240074074 -0.93672376437037 -0.963201296296296 0.0482355357 -0.0365825342540541 0.0229421917586207 -0.798076635660377 -0.803748900431373 -0.621716550085106 -0.611156127027027 -0.124277214615385 0.10941024037037 0.112179794931034 0.102173016799737 -0.00733624038722222 0.0272015806105263 -0.079292297322381 -0.85423285673913 -0.812639295384615 0.00498358679310345 -0.428217434906977 -0.465604367704255 -0.603658289886364 -0.808375126462963 -0.912242025078431 -0.891270395074074 -0.989310927037037 -0.989439451296296 -0.985953744074074 -0.994889230740741 -0.984202228333333 -0.834855697481481 -0.58699261444
2 "WALKING" NA 0.276426586440678 -0.0229902247619608 0.153636697742857 0.0642127350744186 -0.0573891073513514 -0.769775365689655 -0.874547091578947 -0.827258323898305 -0.384572672538462 -0.317409211409091 -0.305096525625 -0.0543750587046512 -0.0383794519861111 0.0193939730710811 -0.0131110548875 0.0269999485277778 -0.422885109222222 -0.363656780612245 0.144524242654054 0.0940447102162162 0.0132408425564103 -0.0235060410219512 -0.434757494372549 -0.412113875425532 -0.282196853108696 -0.72098368537931 -0.749999798983051 -0.771336154210526 -0.708466329016949 -0.825997986067797 -0.646667607288136 -0.604334720208333 -0.0898730930016949 -0.378833960762712 -0.165210482979167 -0.0102537049195652 -0.085337898627907 0.00499269825454546 -0.788628687966102 -0.731273708644068 -0.656249327272727 -0.3054826066475 -0.0805976927692308 -0.0708097734878049 0.0544239813542857 0.0413712416590909 -0.0182927804102326 -0.050784527255814 0.00273457057142857 -0.412692265157895 -0.45368728754717 0.115606134918919 -0.00611139019230769 -0.0312350803545455 -0.0430385700555556 -0.1780057242 -0.129537970243902 -0.0943141122391304 -0.763690425966102 -0.839755974035088 -0.812938755172414 -0.744008153050847 -0.839241143965517 -0.620903521724138 -0.394247571153846
